dblpAuthorName,dblpOrcid,VisibleOrcid,orcidWithData,doi,matchStepName,predictedAuthorFamilyName,predictedAuthorGivenName,predictedOrcid
Dzhavdet Suleymanov,0000-0003-1404-0372,true,false,10.1007/978-3-030-59535-7_18,fullName,Suleymanov,Dzhavdet,0009-0009-1027-0999
Dzhavdet Suleymanov,0000-0003-1404-0372,true,false,10.1007/978-3-030-59535-7_33,fullName,Suleymanov,Dzhavdet,0009-0009-1027-0999
Priyanka Majumder,0000-0003-1451-8436,true,true,10.15388/22-infor504,fullName,Majumder,Priyanka,0000-0003-0699-3317
Ridha El Hamdi,0000-0003-1457-9546,true,true,10.1504/ijmic.2008.023515,fullName,El HAMDI,RIDHA,0000-0001-9294-1593
Ridha El Hamdi,0000-0003-1457-9546,true,true,10.1109/ssd.2019.8893269,fullName,El HAMDI,RIDHA,0000-0001-9294-1593
Ridha El Hamdi,0000-0003-1457-9546,true,true,10.1109/ems.2009.102,fullName,El HAMDI,RIDHA,0000-0001-9294-1593
Ridha El Hamdi,0000-0003-1457-9546,true,true,10.1109/icsmc.2010.5642219,fullName,El HAMDI,RIDHA,0000-0001-9294-1593
Nhu-Ngoc Dao,0000-0003-1565-4376,true,true,10.1016/j.icte.2023.03.001,Jaro-Winkler OrderedToken,,DAO NGOC,0009-0006-7851-0168
Phuc Nguyen,0000-0003-1687-8830,false,false,10.1109/access.2017.2767029,orderedTokens,Nguyen,"Phuc \"VP\"",0000-0001-8078-4463
Meiram Murzabulatov,0000-0003-1720-6913,false,false,10.1007/s00453-018-0467-9,fullName,Murzabulatov,Meiram,0000-0002-8329-7481
Linfeng Liu,0000-0003-1732-0724,false,false,10.1109/tvt.2014.2368571,fullName,Liu,Linfeng,0000-0002-0824-6203
Linfeng Liu,0000-0003-1732-0724,false,false,10.4304/jnw.6.3.482-489,fullName,Liu,Linfeng,0000-0002-0824-6203
Linfeng Liu,0000-0003-1732-0724,false,false,10.1145/2928273,fullName,Liu,Linfeng,0000-0002-0824-6203
Linfeng Liu,0000-0003-1732-0724,false,false,10.1155/2010/642053,fullName,Liu,Linfeng,0000-0002-0824-6203
Linfeng Liu,0000-0003-1732-0724,false,false,10.1155/2015/682182,fullName,Liu,Linfeng,0000-0002-0824-6203
Linfeng Liu,0000-0003-1732-0724,false,false,10.1016/j.jpdc.2019.03.012,fullName,Liu,Linfeng,0000-0002-0824-6203
Linfeng Liu,0000-0003-1732-0724,false,false,10.1109/glocom.2013.6831124,fullName,Liu,Linfeng,0000-0002-0824-6203
Linfeng Liu,0000-0003-1732-0724,false,false,10.1016/j.comnet.2020.107097,fullName,Liu,Linfeng,0000-0002-0824-6203
Linfeng Liu,0000-0003-1732-0724,false,false,10.1142/s021812661100775x,fullName,Liu,Linfeng,0000-0002-0824-6203
Linfeng Liu,0000-0003-1732-0724,false,false,10.1016/j.jnca.2012.07.017,fullName,Liu,Linfeng,0000-0002-0824-6203
Linfeng Liu,0000-0003-1732-0724,false,false,10.1109/tpds.2013.2295793,fullName,Liu,Linfeng,0000-0002-0824-6203
Katina Kralevska,0000-0003-1791-4434,true,false,10.1109/tbdata.2017.2749255,fullName,Kralevska,Katina,0009-0009-0603-8310
Katina Kralevska,0000-0003-1791-4434,true,false,10.1109/access.2019.2946983,fullName,Kralevska,Katina,0009-0009-0603-8310
Katina Kralevska,0000-0003-1791-4434,true,false,10.1109/access.2019.2913185,fullName,Kralevska,Katina,0009-0009-0603-8310
Katina Kralevska,0000-0003-1791-4434,true,false,10.1109/twc.2017.2767045,fullName,Kralevska,Katina,0009-0009-0603-8310
Katina Kralevska,0000-0003-1791-4434,true,false,10.1109/ojcoms.2023.3254816,fullName,Kralevska,Katina,0009-0009-0603-8310
Katina Kralevska,0000-0003-1791-4434,true,false,10.1155/2021/6655216,fullName,Kralevska,Katina,0009-0009-0603-8310
Ning Zhao,0000-0003-1826-6774,true,false,10.1109/tac.2018.2830638,fullName,Zhao,Ning,0000-0002-9877-6872
Ning Zhao,0000-0003-1826-6774,true,false,10.1016/j.jfranklin.2021.10.007,fullName,Zhao,Ning,0000-0002-9877-6872
Ning Zhao,0000-0003-1826-6774,true,false,10.1016/j.jfranklin.2021.07.053,fullName,Zhao,Ning,0000-0002-9877-6872
Ning Zhao,0000-0003-1826-6774,true,false,10.1016/j.jfranklin.2023.01.037,fullName,Zhao,Ning,0000-0002-9877-6872
Ning Zhao,0000-0003-1826-6774,true,false,10.1016/j.jfranklin.2021.11.032,fullName,Zhao,Ning,0000-0002-9877-6872
Bin Liu,0000-0003-1834-8059,true,false,10.1109/tkde.2014.2362525,fullName,Liu,Bin,0000-0002-7028-5334
Shuiqing Yang,0000-0003-1864-814X,true,true,10.3390/sym11030310,fullName,yang,shuiqing,0000-0002-0451-6624
Shuiqing Yang,0000-0003-1864-814X,true,true,10.1109/access.2019.2908979,fullName,yang,shuiqing,0000-0002-0451-6624
Shuiqing Yang,0000-0003-1864-814X,true,true,10.1109/access.2019.2961975,fullName,yang,shuiqing,0000-0002-0451-6624
Shuiqing Yang,0000-0003-1864-814X,true,true,10.1007/978-3-030-50350-5_17,fullName,yang,shuiqing,0000-0002-0451-6624
Tahir Nawaz,0000-0003-1872-5168,true,false,10.1007/s11760-017-1086-7,fullName,Nawaz,Tahir,0000-0001-9511-8105
Jun Yang,0000-0003-1874-4983,true,true,10.1109/tcsii.2023.3266862,fullName,Yang,Jun,0000-0003-0599-1416
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1109/cicsyn.2009.44,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1504/ijcnds.2012.047901,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1504/ijics.2016.075307,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1002/sec.169,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1007/978-3-642-11659-9_25,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1007/978-3-642-22577-2_62,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1007/s11227-015-1474-0,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1016/j.compind.2015.06.006,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1504/ijsn.2013.057695,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1007/s10916-016-0547-9,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1080/19393555.2011.560924,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1016/j.jisa.2014.10.008,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1145/1741906.1741910,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1002/cpe.3296,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1016/j.jocs.2015.11.001,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1016/j.pmcj.2015.08.001,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1007/s10586-014-0416-6,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1007/978-3-642-22577-2_5,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1016/j.jisa.2013.07.005,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1080/19393555.2011.560921,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1145/1754288.1754303,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1002/cae.22240,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1016/j.jnca.2010.11.011,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1109/mcse.2016.82,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1145/2007052.2007073,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1109/cicsyn.2009.80,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1002/cae.21621,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1016/j.simpat.2014.06.004,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1016/j.jnca.2012.07.007,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Sandeep K. Sood,0000-0003-1981-9422,true,false,10.1007/s10916-016-0579-1,fullName,K. Sood,Sandeep,0000-0002-8196-5503
Mingjing Wang,0000-0003-1985-4076,true,false,10.1109/access.2020.3024108,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1109/access.2020.2973763,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1109/access.2021.3052835,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1109/access.2020.2978102,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1109/access.2020.2981968,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1016/j.eswa.2022.119450,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1155/2021/8130378,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1109/access.2020.3020895,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1109/access.2020.3003366,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1155/2021/6315010,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1109/access.2020.2982796,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1109/access.2021.3067311,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1109/access.2021.3052800,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Mingjing Wang,0000-0003-1985-4076,true,false,10.1109/access.2020.2983451,fullNameStrip,Wang,Ming-jing,0009-0006-3399-2853
Kien T. Pham,0000-0003-2033-4975,true,false,10.1109/access.2023.3273777,orderedTokens,Pham,Trung Kien,0000-0003-2465-3607
Jiangtao Wang,0000-0003-2043-5792,true,false,10.1049/ntw2.12046,fullName,Wang,Jiangtao,0000-0003-4446-0052
Kaiyang Zhong,0000-0003-2076-5839,true,false,10.1109/tits.2022.3179024,fullName,zhong,kaiyang,0000-0002-5575-0306
R. Sarjila,0000-0003-2078-7157,true,true,10.1155/2016/2143572,orderedTokens,R,Sarjila,0009-0004-2270-1219
Stephane Blin,0000-0003-2118-6003,false,false,10.1109/tim.2020.2966312,fullName,Blin,Stephane,0000-0003-4339-6861
Shuihua Wang,0000-0003-2238-6808,true,false,10.1109/access.2016.2628407,fullName,Wang,shuihua,0000-0003-4713-2791
Shuihua Wang,0000-0003-2238-6808,true,false,10.1109/access.2017.2736558,fullName,Wang,shuihua,0000-0003-4713-2791
Shuihua Wang,0000-0003-2238-6808,true,false,10.1109/access.2019.2920978,fullName,Wang,shuihua,0000-0003-4713-2791
Shuihua Wang,0000-0003-2238-6808,true,false,10.1109/access.2019.2929270,fullName,Wang,shuihua,0000-0003-4713-2791
Shuihua Wang,0000-0003-2238-6808,true,false,10.1109/access.2017.2714579,fullName,Wang,shuihua,0000-0003-4713-2791
Shuihua Wang,0000-0003-2238-6808,true,false,10.1109/access.2016.2611530,fullName,Wang,shuihua,0000-0003-4713-2791
Shuihua Wang,0000-0003-2238-6808,true,false,10.1109/access.2016.2620996,fullName,Wang,shuihua,0000-0003-4713-2791
Shuihua Wang,0000-0003-2238-6808,true,false,10.1109/access.2019.2916934,fullName,Wang,shuihua,0000-0003-4713-2791
Se Hyeok Oh,0000-0003-2240-2417,false,false,10.1109/access.2021.3084296,fullNameStrip,Oh,Sehyeok,0000-0002-3721-3953
Sang Viet Dinh,0000-0003-2242-8043,true,false,10.1007/978-981-15-3651-9_18,orderedTokens,Sang,Dinh,0000-0002-9254-1327
Yang Liu,0000-0003-2252-3665,true,false,10.1007/978-3-030-58568-6_33,fullName,Liu,Yang,0000-0001-9134-9061
Yang Liu,0000-0003-2252-3665,true,false,10.1109/tvlsi.2017.2754442,fullName,Liu,Yang,0000-0001-9134-9061
Neerugatti Varipally Vishwanath,0000-0003-2270-5418,true,true,10.1007/s11042-023-14523-w,fullName,vishwanath,neerugatti varipally,0000-0003-1447-2757
Kangning Li,0000-0003-2305-8283,true,false,10.1109/jstars.2023.3335289,fullName,Li,Kangning,0009-0007-7694-8227
Kangning Li,0000-0003-2305-8283,true,false,10.1109/jstars.2024.3369660,fullName,Li,Kangning,0009-0007-7694-8227
Kangning Li,0000-0003-2305-8283,true,false,10.1109/jstars.2020.3021386,fullName,Li,Kangning,0009-0007-7694-8227
Kangning Li,0000-0003-2305-8283,true,false,10.1109/jstars.2021.3098801,fullName,Li,Kangning,0009-0007-7694-8227
Kangning Li,0000-0003-2305-8283,true,false,10.1109/tgrs.2023.3336658,fullName,Li,Kangning,0009-0007-7694-8227
Kangning Li,0000-0003-2305-8283,true,false,10.1109/jstars.2021.3085342,fullName,Li,Kangning,0009-0007-7694-8227
Kangning Li,0000-0003-2305-8283,true,false,10.1109/jstars.2023.3275745,fullName,Li,Kangning,0009-0007-7694-8227
Pon. Partheeban,0000-0003-2447-7754,true,false,10.1002/ett.3527,orderedTokens,Pon,Partheeban,0000-0002-2947-2453
Xiang Zhu,0000-0003-2452-0513,true,true,10.1109/icc.2015.7248484,fullName,Zhu,Xiang,0000-0003-2807-4944
Afaf Tareef,0000-0003-2554-834X,true,false,10.1016/j.neucom.2016.09.070,fullName,Tareef,Afaf,0000-0001-7265-030X
Afaf Tareef,0000-0003-2554-834X,true,false,10.1016/j.neucom.2017.01.093,fullName,Tareef,Afaf,0000-0001-7265-030X
Samaher Al-Janabi,0000-0003-2597-9713,true,true,10.1016/j.cose.2014.10.009,fullName,Al-Janabi,Samaher,0000-0003-2811-1493
Samaher Al-Janabi,0000-0003-2597-9713,true,true,10.1142/s0219649216500076,fullName,Al-Janabi,Samaher,0000-0003-2811-1493
Chunpeng Ge,0000-0003-2629-7220,true,true,10.1109/tdsc.2023.3265932,fullName,Ge,Chunpeng,0000-0002-9274-7325
Chunpeng Ge,0000-0003-2629-7220,true,true,10.1109/tcc.2023.3337848,fullName,Ge,Chunpeng,0000-0002-9274-7325
Farkhondeh Jabari,0000-0003-2671-7109,true,false,10.1016/j.compeleceng.2019.07.020,fullName,Jabari,Farkhondeh,0000-0002-2597-4616
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1145/3536221.3556584,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1145/3577190.3614203,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/tg.2022.3167728,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/taffc.2023.3265072,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/tg.2022.3189426,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/tevc.2018.2877215,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/tg.2022.3149018,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/tg.2019.2955259,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/tg.2018.2870876,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/taffc.2017.2695460,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/taffc.2023.3276425,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/taffc.2018.2879512,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/tg.2020.3003324,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/taffc.2024.3493761,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/jproc.2023.3315689,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/taffc.2021.3060877,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/taffc.2022.3188851,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/jproc.2024.3364137,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Georgios N. Yannakakis,0000-0003-2728-4026,true,true,10.1109/tg.2019.2931044,fullName,Yannakakis,Georgios N.,0000-0001-7793-1450
Junya Yamauchi,0000-0003-2751-3407,false,false,10.1109/tro.2023.3347132,fullName,Yamauchi,Junya,0000-0002-5827-486X
Yashar Kiarashinejad,0000-0003-2805-2198,true,false,10.1002/aisy.201900132,otherNames,Kiarashi,Yashar,0009-0004-4903-6298
Chih-Chung Ting,0000-0003-2874-1954,false,false,10.1371/journal.pcbi.1006070,fullName,Ting,Chih-Chung,0000-0002-0620-128X
Pallikonda Rajasekaran Murugan,0000-0003-2887-2815,true,false,10.1007/s00500-024-09900-y,orderedTokens,M,Pallikonda Rajasekaran,0000-0001-6942-4512
Quang Thuan Nguyen,0000-0003-2951-8332,true,true,10.1007/978-3-319-17996-4_7,orderedTokens,Nguyen Quang,Thuan,0009-0006-2259-8404
Lijian Yang,0000-0003-3135-8876,true,false,10.1109/tim.2021.3085946,fullName,Yang,Lijian,0000-0002-3126-2703
Alexa Ray R. Fernando,0000-0003-3227-5669,true,true,10.1007/s10639-023-11598-8,orderedTokens,Fernando,Alexa Ray,0000-0002-6864-5070
Sho Kubota,0000-0003-3272-6765,true,false,10.1007/s11128-021-03033-z,fullName,Kubota,Sho,0009-0002-6050-7500
Sho Kubota,0000-0003-3272-6765,true,false,10.1007/s00373-017-1848-6,fullName,Kubota,Sho,0009-0002-6050-7500
Ru Xu,0000-0003-3323-8632,true,false,10.1007/s00034-019-01272-1,fullName,Xu,Ru,0000-0002-4508-0855
Abdelraheem Mahmoud Aly,0000-0003-3369-8452,true,true,10.1002/cav.1916,orderedTokens,Aly,Abdelraheem,0000-0002-8524-9467
Dipanwita Sadhukhan,0000-0003-3383-4872,false,false,10.1002/dac.5026,fullName,Sadhukhan,Dipanwita,0000-0001-6208-3591
Hongyi Li,0000-0003-3414-7070,true,false,10.1109/access.2020.3021791,fullName,Li,Hongyi,0000-0001-7583-6003
Hongyi Li,0000-0003-3414-7070,true,false,10.1109/access.2020.2989138,fullName,Li,Hongyi,0000-0001-7583-6003
Ahmet Murat Ozbayoglu,0000-0003-3576-1582,false,false,10.1016/j.asoc.2020.106181,orderedTokens,Ozbayoglu,Murat,0000-0001-7998-5735
Xili Wang,0000-0003-3625-5075,true,false,10.1109/jstars.2024.3392549,fullName,WANG,Xili,0000-0001-9201-057X
S. Rashmi,0000-0003-3647-5967,true,false,10.1007/978-981-16-1086-8_28,orderedTokens,S,Rashmi,0000-0001-7503-4545
Heng Zhang,0000-0003-3732-2540,true,false,10.1109/tro.2021.3060971,fullName,ZHANG,Heng,0000-0002-3273-2404
Ling Ma,0000-0003-3758-3919,true,false,10.1109/access.2021.3084845,fullName,Ma,Ling,0000-0002-1797-0930
Jing Ma,0000-0003-3788-3487,true,false,10.1108/k-01-2022-0055,fullName,ma,jing,0000-0001-8472-2518
K. C. Chan,0000-0003-3827-8406,true,false,10.1155/2019/8373712,orderedTokens,Chan,K.C.,0000-0002-6173-5532
Saulius Juodkazis,0000-0003-3897-2844,true,true,10.3390/mi5040839,fullName,Juodkazis,Saulius,0000-0003-3542-3874
Behrooz Rasuli,0000-0003-3911-8084,false,false,10.1108/oir-11-2020-0493,fullName,Rasuli,Behrooz,0000-0001-6091-6967
Arthur L. R. Souza,0000-0003-4023-6862,true,true,10.3390/s21186145,orderedTokens,Ricardo de Souza,Arthur Lanne,0000-0002-3147-8248
Rakesh Krishnan,0000-0003-4075-3931,false,false,10.1371/journal.pcbi.1010067,fullName,Krishnan,Rakesh,0000-0002-1142-2482
G. Kannan,0000-0003-4078-1473,true,false,10.1002/cpe.7705,orderedTokens,G,KANNAN,0009-0007-9069-2803
Muhammad Waqas,0000-0003-4098-5994,true,true,10.1108/itp-10-2019-0536,fullName,Waqas,Muhammad,0000-0002-3154-4428
Gorkem Secer,0000-0003-4166-9686,true,false,10.1109/tro.2018.2830394,fullName,SECER,GORKEM,0000-0001-6612-7782
Sudarsun Kannan,0000-0003-4205-7382,true,false,10.1109/lca.2015.2472410,fullName,Kannan,Sudarsun,0000-0003-4009-8586
Ke Wang,0000-0003-4218-0954,true,false,10.1007/s44196-024-00550-4,fullName,WANG,Ke,0009-0007-0994-1746
Boumediene Chentouf,0000-0003-4288-9517,true,false,10.1109/tac.2016.2518482,fullName,Chentouf,Boumediene,0000-0001-9365-449X
Ziyi Zhang,0000-0003-4290-8175,true,true,10.1142/s0218194023410097,fullName,zhang,ziyi,0000-0001-5165-6542
Ziyi Zhang,0000-0003-4290-8175,true,true,10.1016/j.eswa.2023.120971,fullName,zhang,ziyi,0000-0001-5165-6542
Muhammad Shahzad,0000-0003-4342-7875,true,true,10.1109/tdsc.2019.2893950,Jaro-Winkler OrderedToken,Shafiq,Muhammad,0000-0003-1909-9373
Chao Tong,0000-0003-4414-4965,true,true,10.1016/j.jnca.2015.05.021,fullName,Tong,Chao,0000-0003-0828-2674
Narendra Kumar,0000-0003-4445-877X,true,true,10.1093/bioinformatics/btp633,fullName,Kumar,Narendra,0000-0002-3978-8742
Narendra Kumar,0000-0003-4445-877X,true,true,10.1093/nar/gkm266,fullName,Kumar,Narendra,0000-0002-3978-8742
Narendra Kumar,0000-0003-4445-877X,true,true,10.1093/nar/gkq340,fullName,Kumar,Narendra,0000-0002-3978-8742
Wei Li,0000-0003-4464-2446,true,true,10.1109/access.2019.2900124,fullName,Li,Wei,0000-0003-4036-467X
Bala Venkateswarlu Isunuri,0000-0003-4510-1502,true,false,10.1145/3571600.3571610,fullName,Isunuri,Bala Venkateswarlu,0000-0002-7671-8831
Fatemeh Mozaffari,0000-0003-4696-4166,true,false,10.1007/s10772-018-9490-0,fullName,Mozaffari,Fatemeh,0000-0002-3424-7066
Phuc Luong,0000-0003-4722-1831,true,true,10.1007/s10489-017-1058-1,fullName,Luong,Phuc,0000-0001-7821-295X
Alejandro Martinez-Rodriguez,0000-0003-4747-3465,true,false,10.3390/s21030850,fullName,Martinez-Rodriguez,Alejandro,0000-0002-7499-1471
Sayan Dey,0000-0003-4757-8304,false,false,10.1109/icsens.2018.8589683,fullName,Dey,Sayan,0009-0000-0280-5425
Sayan Dey,0000-0003-4757-8304,false,false,10.1109/retis.2011.6146846,fullName,Dey,Sayan,0009-0000-0280-5425
Sayan Dey,0000-0003-4757-8304,false,false,10.1109/icsens.2018.8589948,fullName,Dey,Sayan,0009-0000-0280-5425
Sayan Dey,0000-0003-4757-8304,false,false,10.1109/icsens.2017.8234446,fullName,Dey,Sayan,0009-0000-0280-5425
Zach W. Y. Lee,0000-0003-4772-8309,true,false,10.1002/asi.22854,orderedTokens,Lee,Wai Yu,0000-0003-1118-5701
Zach W. Y. Lee,0000-0003-4772-8309,true,false,10.1016/j.im.2015.01.006,orderedTokens,Lee,Wai Yu,0000-0003-1118-5701
Zach W. Y. Lee,0000-0003-4772-8309,true,false,10.1109/hicss.2014.89,orderedTokens,Lee,Wai Yu,0000-0003-1118-5701
Zach W. Y. Lee,0000-0003-4772-8309,true,false,10.1016/j.im.2016.06.001,orderedTokens,Lee,Wai Yu,0000-0003-1118-5701
Zach W. Y. Lee,0000-0003-4772-8309,true,false,10.1109/hicss.2012.106,orderedTokens,Lee,Wai Yu,0000-0003-1118-5701
Zach W. Y. Lee,0000-0003-4772-8309,true,false,10.1109/hicss.2015.45,orderedTokens,Lee,Wai Yu,0000-0003-1118-5701
Zach W. Y. Lee,0000-0003-4772-8309,true,false,10.1108/intr-09-2013-0192,orderedTokens,Lee,Wai Yu,0000-0003-1118-5701
Mohammad Abdel-Rahman,0000-0003-4825-8169,true,false,10.1002/sat.1083,orderedTokens,Abdel-Rahman,Mohammad J.,0000-0001-5788-6656
Rana Raza Mehdi,0000-0003-4835-0272,true,false,10.1016/j.compbiomed.2023.107134,fullName,Mehdi,Rana Raza,0000-0002-9008-9058
Wanjing Ma,0000-0003-4875-041X,true,false,10.1109/tits.2018.2815520,fullName,Ma,Wanjing,0000-0002-9403-3174
Francisco Garcia,0000-0003-4877-055X,true,false,10.1155/2017/4525380,fullName,Garcia,Francisco,0000-0001-8726-4815
Yafei Wang,0000-0003-4880-5054,true,true,10.1109/access.2020.3028044,fullName,WANG,Yafei,0000-0002-1704-9615
Yafei Wang,0000-0003-4880-5054,true,true,10.1109/tits.2022.3149985,fullName,WANG,Yafei,0000-0002-1704-9615
Yafei Wang,0000-0003-4880-5054,true,true,10.1109/tvt.2021.3074921,fullName,WANG,Yafei,0000-0002-1704-9615
Yafei Wang,0000-0003-4880-5054,true,true,10.1109/tvt.2021.3072629,fullName,WANG,Yafei,0000-0002-1704-9615
Yafei Wang,0000-0003-4880-5054,true,true,10.1109/tvt.2021.3098429,fullName,WANG,Yafei,0000-0002-1704-9615
Yafei Wang,0000-0003-4880-5054,true,true,10.1109/tii.2018.2828125,fullName,WANG,Yafei,0000-0002-1704-9615
Yafei Wang,0000-0003-4880-5054,true,true,10.1109/tvt.2021.3086563,fullName,WANG,Yafei,0000-0002-1704-9615
